review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,NEGATIVE,0.9997000694274902,give app star option experience incredibly frustrating extremely long loading time app close automatically time people choose mobile banking convenience app far time consume make bad hope improvement enhance user experience,"['time', 'experience', 'loading time']",Other
Nice,5,2024-12-07,BOA,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,NEGATIVE,0.9941067695617676,unprofessional mischievous bank opinion occasion recently abyssinia card withdraw money deduct account despite report time say process learn yesterday month bank decide include income absurd avoid bank,"['bank', 'avoid', 'opinion']",Other
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,NEGATIVE,0.9996792078018188,work device,"['device', 'work']",Other
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,BOA,Google Play,NEGATIVE,0.9981752634048462,well use boa pull phone open app,"['phone open', 'open app', 'phone']",Other
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,POSITIVE,0.9926175475120544,attention important difficult time,"['important', 'attention', 'difficult']",User Interface & Experience
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,NEGATIVE,0.999800145626068,bad experience mobile application year time fail login automatically close app take loading time minute try access internal service transfer bank fail boa fix app,"['fail', 'time', 'mobile application']",Other
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,POSITIVE,0.806429922580719,know app start great sudden work,"['know app', 'start', 'know']",Other
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,NEGATIVE,0.99979966878891,application lose major faction daily basis count time app completely useless disappointing go use time need point,"['time', 'go use', 'completely']",Other
exellent digital transaction of money,5,2024-11-27,BOA,Google Play,NEGATIVE,0.994447946548462,exellent digital transaction money,"['exellent', 'digital', 'money']",Other
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,NEGATIVE,0.999749720096588,late update stop android phone open app work properly start,"['phone open', 'android phone', 'start']",Other
Best,5,2024-11-25,BOA,Google Play,POSITIVE,0.9997941851615906,well,['well'],Other
Great,5,2024-11-25,BOA,Google Play,POSITIVE,0.9998630285263062,great,['great'],Other
👏👏👏,5,2024-11-24,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
Money,5,2024-11-24,BOA,Google Play,POSITIVE,0.9659326076507568,money,['money'],Other
It needs more improvment,2,2024-11-24,BOA,Google Play,NEGATIVE,0.998616099357605,need improvment,['need'],Other
Hey Google,5,2024-11-21,BOA,Google Play,POSITIVE,0.9950044751167296,hey google,['hey'],Other
Good app,5,2024-11-21,BOA,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
ab,3,2024-11-20,BOA,Google Play,POSITIVE,0.9603192806243896,ab,[],Other
Ademtahir,5,2024-11-20,BOA,Google Play,POSITIVE,0.9930111765861512,ademtahir,[],Other
✌️✌️,5,2024-11-20,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
Please this app on my android phone,3,2024-11-20,BOA,Google Play,POSITIVE,0.6488659381866455,app android phone,"['android phone', 'android', 'phone']",Other
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,NEGATIVE,0.9337347149848938,goat,[],Other
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,NEGATIVE,0.9994460940361024,app match bank app disaster super slow learn tele birr app,"['match', 'app disaster', 'tele birr']",Other
Fast and reliable,5,2024-11-18,BOA,Google Play,POSITIVE,0.9998595714569092,fast reliable,"['fast reliable', 'reliable', 'fast']",Transaction Performance
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,NEGATIVE,0.9998020529747008,bad app update include developer option thing care phone money right reason switch bank turn discontinue business,"['bank turn', 'app update', 'care']",Feature Requests
Very good,5,2024-11-14,BOA,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,NEGATIVE,0.999756634235382,poor mobile banking system,"['poor mobile', 'banking system', 'poor']",Other
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
Oene,5,2024-11-12,BOA,Google Play,POSITIVE,0.8278864026069641,oene,[],Other
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,POSITIVE,0.9981314539909364,find interesting specially reciept download,"['specially', 'interesting', 'find']",Other
it good,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998427629470824,good,['good'],Other
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,NEGATIVE,0.9996472597122192,app crash everytime fix,"['everytime', 'app crash', 'crash']",Other
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9964038133621216,አንድ star ራሱ not recomend use app bank,"['አንድ', 'use app', 'app bank']",Other
I need a support the app is not working,5,2024-11-12,BOA,Google Play,NEGATIVE,0.9998034834861756,need support app work,"['need support', 'support', 'app work']",Customer Support
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,POSITIVE,0.9978061318397522,bast bank ethiopia,"['bank ethiopia', 'ethiopia', 'bank']",Other
Good,5,2024-11-12,BOA,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,NEGATIVE,0.9990527033805848,slow app አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app ከቻላችሁ ሙሉ ለሙሉ እንደገና ይመራያል የወጣው ወጭ በሙስና የተበላ ነው,"['የማይጠበቅ', 'software', 'ባንክ']",Other
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,POSITIVE,0.9878897070884703,thank social service like vertual banking non touch atm cadrless withdrwal passbook,"['social', 'service like', 'touch']",Customer Support
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,NEGATIVE,0.999774158000946,bad app see like,"['see like', 'app see', 'see']",Other
Wweeeer,4,2024-11-12,BOA,Google Play,NEGATIVE,0.8910733461380005,wweeeer,[],Other
Infinx,5,2024-11-12,BOA,Google Play,NEGATIVE,0.904255747795105,infinx,[],Other
Great service,5,2024-11-12,BOA,Google Play,POSITIVE,0.9998434782028198,great service,"['great service', 'great', 'service']",Customer Support
👍,5,2024-11-11,BOA,Google Play,NEGATIVE,0.6970565915107727,,[],Other
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,NEGATIVE,0.9997187256813048,app available android version time functional,"['android version', 'available', 'functional']",Other
senayt Mesfin,4,2024-11-08,BOA,Google Play,POSITIVE,0.887482225894928,senayt mesfin,[],Other
Bad app vety bad.,1,2024-11-07,BOA,Google Play,NEGATIVE,0.9998058676719666,bad app vety bad,"['bad', 'bad app', 'app']",Other
Nice,5,2024-11-06,BOA,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
Abessnya Banke,5,2024-11-05,BOA,Google Play,NEGATIVE,0.9873653054237366,abessnya banke,[],Other
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,NEGATIVE,0.9997209906578064,useless app expect irrelevant app boa big shame,"['shame', 'app expect', 'app boa']",Other
Okay,5,2024-11-03,BOA,Google Play,POSITIVE,0.9997709393501282,okay,['okay'],Other
Professional on banking app,5,2024-11-01,BOA,Google Play,POSITIVE,0.9616296291351318,professional bank app,"['professional', 'bank app', 'bank']",Other
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,NEGATIVE,0.993607759475708,nice interface freeze slow load developer fix issue,"['freeze', 'load', 'interface']",Other
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,NEGATIVE,0.7850590348243713,አይሰራም አስተካክሉት,['አይሰራም'],Other
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,NEGATIVE,0.9962698221206664,try app feet need generation,"['try', 'need', 'app']",Other
Good,4,2024-10-25,BOA,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Fast transfer,5,2024-10-24,BOA,Google Play,POSITIVE,0.9989985823631288,fast transfer,"['transfer', 'fast']",Transaction Performance
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,NEGATIVE,0.9989662170410156,log wrong,"['wrong', 'log']",Other
Amrumehamed,1,2024-10-21,BOA,Google Play,POSITIVE,0.6924042105674744,amrumehame,[],Other
Good,5,2024-10-19,BOA,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,POSITIVE,0.9683733582496644,nice meet proud bank ethiopia member bank need solve problem international receive money online digital working service world work lot international direct ethiopia know legal way get money ethiopia direct deposit boa,"['ethiopia', 'international', 'money']",Other
Very good,5,2024-10-18,BOA,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
ደደገነሐ,5,2024-10-15,BOA,Google Play,NEGATIVE,0.6970565915107727,ደደገነሐ,[],Other
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,NEGATIVE,0.9995194673538208,terrible bank experience unbelievable modern technology bank struggle basic transaction app constantly crash service limited time try transfer money load telebirr huge delay wait day fail transaction refund ussd unreliable embarrassing situation countless time customer care fix switch bank,"['bank', 'transaction', 'time']",Transaction Performance
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,NEGATIVE,0.999660849571228,painfully slow banking app service choice,"['painfully slow', 'painfully', 'app service']","Customer Support, Transaction Performance"
Good App,4,2024-10-12,BOA,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
Best app to me,5,2024-10-11,BOA,Google Play,POSITIVE,0.997821807861328,good app,"['good app', 'good', 'app']",Other
BOA,5,2024-10-11,BOA,Google Play,NEGATIVE,0.7410542368888855,boa,['boa'],Other
Abdulkadir,5,2024-10-11,BOA,Google Play,POSITIVE,0.981449544429779,abdulkadir,[],Other
Bad,1,2024-10-10,BOA,Google Play,NEGATIVE,0.999782383441925,bad,['bad'],Other
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,NEGATIVE,0.9928192496299744,possible star,"['possible', 'star']",Other
